                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                        Gap                             1e-05          0.000909735              1.59883          NaN                  NaN            0              4.49848              1.59883              3.85562          inf                                       0.0217735            0      1.18681                                          1.5929                                         1.37095      3.66141    0.0009413              2.14956                    NaN          7.95773e-06            0      4.49848              3.85562          9.84931e-06
                        PrimalGap                 9.53589e-05          9.53581e-05            0.0129157          inf                  inf   9.5359e-05            0.0520775            0.0129157             0.381002   0.00931967                                     9.53577e-05  9.53587e-05  3.29608e-08                                       0.0159108                                       0.0518102   0.00725022  9.53581e-05             0.206304                    inf           9.5254e-05   9.5359e-05    0.0520775             0.381002          9.53097e-05
                        DualGap                  -8.53581e-05            0.0008143              1.56569          inf                  inf  -9.5359e-05              4.22631              1.56569              2.51601          inf                                       0.0216761 -9.53587e-05      1.18681                                         1.55229                                         1.25416      3.62785  0.000845861              1.61092                    inf         -8.72955e-05  -9.5359e-05      4.22631              2.51601         -8.54595e-05
kClus_5_10_5_7          TerminationStatus                   0                    0                    8          NaN                  NaN            0                    1                    8                    8            1                                               0            0            0                                               8                                               8            0            0                    8                    NaN                    0            0            1                    8                    0
                        PrimalBound                  0.762011             0.762011             0.766866          NaN                  NaN     0.762011             0.761935             0.766866             0.766966     0.762011                                        0.762011     0.762011     0.761935                                        0.766866                                        0.766966     0.761984     0.762011             0.766866                    NaN             0.762011     0.762011     0.761935             0.766966             0.762011
                        DualBound                    0.762004              0.76102             0.420905          NaN                  NaN     0.762011             0.207323             0.420905             0.401875     0.267985                                         0.76103     0.762011     0.761935                                        0.425984                                         0.36455     0.761976     0.761018             0.340779                    NaN             0.762011     0.762011     0.207323             0.401875             0.762011
                        SolverTime                     215.71              272.151              888.358          NaN                  NaN      178.488               3600.5              888.358              364.522      3600.08                                         2794.34      228.308      2520.03                                         2204.09                                         464.022      2751.17      743.962              718.295                    NaN               33.758      178.488       3600.5              364.522              351.398
                        ETSolver                      215.752              272.167              888.375          NaN                  NaN      178.519              3600.53              888.375              364.579      3600.18                                         2794.35      228.356      2520.08                                         2204.11                                         464.052      2751.25       743.99              718.312                    NaN               33.774      178.519      3600.53              364.579              351.416
                        NumberOfIterations                  0                    0                    0          NaN                  NaN       338851              8883281                    0               156188            0                                               0       286052      8612055                                               0                                          109351            0            0                    0                    NaN               862077       338851      8883281               156188              2929555
                        NumberOfDomainViolations            0                    0                    0          NaN                  NaN          NaN                  NaN                    0                    0            0                                               0          NaN          NaN                                               0                                               0            0            0                    0                    NaN                    0          NaN          NaN                    0                    0
                        NumberOfNodes                    7769                45605                12093          NaN                  NaN        25357                17417                12093                11265        23219                                           52247        18549        43418                                            7913                                            7320        15289        36241                 7323                    NaN                48652        25357        17417                11265                38760
                        Fail                            False                False                 True         True                 True        False                False                 True                 True        False                                           False        False        False                                            True                                            True        False        False                 True                   True                False        False        False                 True                False
                        FailReason                                                  Termstatus is other     No data.             No data.                                    Termstatus is other  Termstatus is other                                                                                                                    Termstatus is other                             Termstatus is other                            Termstatus is other               No data.                                                 Termstatus is other                     
                        Gap                             1e-05            0.0013022             0.821944          NaN                  NaN            0              2.67511             0.821944             0.908471      1.84348                                      0.00129024            0            0                                        0.800221                                         1.10387        1e-05   0.00130608              1.25033                    NaN                    0            0      2.67511             0.908471                    0
                        PrimalGap                  0.00010037          0.000100368           0.00647133          inf                  inf  0.000100369          2.47127e-07           0.00647133           0.00660279  0.000100369                                     0.000100368  0.000100369 -1.67299e-08                                      0.00647133                                      0.00660279  6.42714e-05  0.000100368           0.00647133                    inf          0.000100352  0.000100369  2.47127e-07           0.00660279          0.000100365
                        DualGap                  -9.03686e-05           0.00120171             0.810229          inf                  inf -0.000100369              2.67511             0.810229             0.895952       1.8432                                      0.00118975 -0.000100369  1.67299e-08                                        0.788646                                         1.09007 -5.42709e-05   0.00120559              1.23586                    inf         -0.000100352 -0.000100369      2.67511             0.895952         -0.000100365
kClus_5_10_5_8          TerminationStatus                   0                    0                    0          NaN                  NaN            0                    1                    0                    8            1                                               0            0            0                                               8                                               8            1            0                    8                    NaN                    0            0            1                    8                    0
                        PrimalBound                  0.568052             0.568119             0.568052          NaN                  NaN     0.568052             0.568013             0.568052             0.839567     0.614109                                        0.568052     0.568052     0.567938                                        0.569868                                        0.617559     0.568007     0.568052             0.626481                    NaN             0.568052     0.568052     0.568013             0.839567             0.568052
                        DualBound                    0.568046             0.567135             0.568052          NaN                  NaN     0.568052            0.0794202             0.568052             0.187768            0                                        0.567079     0.568052     0.567938                                        0.319034                                        0.379819     0.198522     0.567077             0.289523                    NaN             0.568049     0.568052    0.0794202             0.187768             0.568052
                        SolverTime                     368.08              308.571              3503.65          NaN                  NaN      158.162               3600.6              3503.65              237.338      3600.09                                         2132.63      218.574      2009.82                                         2188.31                                         559.596      3600.55      610.167              1042.15                    NaN              225.393      158.162       3600.6              237.338              393.446
                        ETSolver                      368.127              308.586              3503.67          NaN                  NaN        158.2              3600.64              3503.67              237.372      3600.17                                         2132.64      218.612      2009.86                                         2188.32                                         559.626      3600.63      610.194              1042.17                    NaN              225.411        158.2      3600.64              237.372              393.475
                        NumberOfIterations                  0                    0                    0          NaN                  NaN       305199              6865552                    0               103993            0                                               0       291080      6285972                                               0                                          130260            0            0                    0                    NaN              1541739       305199      6865552               103993              2856304
                        NumberOfDomainViolations            0                    0                    0          NaN                  NaN          NaN                  NaN                    0                    0            0                                               0          NaN          NaN                                               0                                               0            0            0                    0                    NaN                    0          NaN          NaN                    0                    0
                        NumberOfNodes                   16789                50123                45854          NaN                  NaN        22379                11047                45854                 7343        25661                                           40921        19791        33253                                            9452                                            9252        27470        31799                 7949                    NaN               138568        22379        11047                 7343                35776
                        Fail                            False                False                False         True                 True        False                False                False                 True        False                                           False        False        False                                            True                                            True        False        False                 True                   True                False        False        False                 True                False
                        FailReason                                                                          No data.             No data.                                                         Termstatus is other                                                                                                                    Termstatus is other                             Termstatus is other                            Termstatus is other               No data.                                                 Termstatus is other                     
                        Gap                             1e-05           0.00173529                    0          NaN                  NaN            0              6.15199                    0              3.47129          inf                                      0.00171595            0            0                                        0.786228                                        0.625927      1.86118   0.00171927              1.16384                    NaN          4.02129e-06            0      6.15199              3.47129                    0
                        PrimalGap                 0.000199904          0.000318354          0.000199902          inf                  inf  0.000199904          0.000131008          0.000199902             0.478272    0.0812951                                     0.000199902  0.000199897  4.15221e-08                                      0.00339774                                       0.0873698  0.000121247  0.000199902              0.10308                    inf          0.000199851  0.000199904  0.000131008             0.478272          0.000199837
                        DualGap                  -0.000189902           0.00141648         -0.000199902          inf                  inf -0.000199904              6.15105         -0.000199902              2.02467          inf                                      0.00151574 -0.000199897 -4.15221e-08                                         0.78018                                        0.495284      1.86084   0.00151907             0.961633                    inf         -0.000195829 -0.000199904      6.15105              2.02467         -0.000199837
kClus_5_10_5_9          TerminationStatus                   0                    0                    8          NaN                  NaN            0                    1                    8                    8            1                                               0            0            0                                               8                                               8            0            0                    8                    NaN                    0            0            1                    8                    0
                        PrimalBound                  0.675946             0.676127             0.682444          NaN                  NaN     0.675946             0.675863             0.682444             0.764175     0.675946                                        0.675946     0.675946     0.675842                                        0.743162                                        0.676127     0.675924     0.676127             0.743161                    NaN             0.675946     0.675946     0.675863             0.764175             0.675946
                        DualBound                     0.67594             0.675148             0.437422          NaN                  NaN     0.675946            0.0988049             0.437422             0.317807     0.274513                                        0.674962     0.675946     0.675842                                        0.377776                                        0.479163     0.675917     0.675141             0.314738                    NaN             0.675946     0.675946    0.0988049             0.317807             0.675946
                        SolverTime                     178.47              310.187              1309.45          NaN                  NaN      248.038               3600.6              1309.45              321.723      3600.16                                         2475.98      277.168      2858.94                                         2146.61                                         668.901      1786.63      935.315              1547.96                    NaN                38.28      248.038       3600.6              321.723              569.561
                        ETSolver                      178.516              310.202              1309.47          NaN                  NaN      248.068              3600.63              1309.47              321.762      3600.27                                         2475.99      277.205      2858.98                                         2146.62                                         668.931      1786.71      935.345              1547.98                    NaN               38.296      248.068      3600.63              321.762              569.596
                        NumberOfIterations                  0                    0                    0          NaN                  NaN       484890              8040561                    0               141123            0                                               0       353666      9505543                                               0                                          163580            0            0                    0                    NaN              1013964       484890      8040561               141123              3959754
                        NumberOfDomainViolations            0                    0                    0          NaN                  NaN          NaN                  NaN                    0                    0            0                                               0          NaN          NaN                                               0                                               0            0            0                    0                    NaN                    0          NaN          NaN                    0                    0
                        NumberOfNodes                    5906                45499                17715          NaN                  NaN        34667                14961                17715                 9897        21361                                           43057        22269        45505                                            7492                                           10584         9982        45813                 7168                    NaN                58694        34667        14961                 9897                51166
                        Fail                            False                False                 True         True                 True        False                False                 True                 True        False                                           False        False        False                                            True                                            True        False        False                 True                   True                False        False        False                 True                False
                        FailReason                                                  Termstatus is other     No data.             No data.                                    Termstatus is other  Termstatus is other                                                                                                                    Termstatus is other                             Termstatus is other                            Termstatus is other               No data.                                                 Termstatus is other                     
                        Gap                             1e-05            0.0014511             0.560149          NaN                  NaN            0              5.84038             0.560149              1.40453      1.46235                                      0.00145794            0            0                                        0.967202                                        0.411059        1e-05   0.00146094               1.3612                    NaN                    0            0      5.84038              1.40453                    0
                        PrimalGap                 0.000154583          0.000422211            0.0097686          inf                  inf  0.000154583          3.11653e-05            0.0097686             0.130701  0.000154583                                     0.000154581  0.000154572  2.16232e-08                                       0.0996088                                     0.000422214   0.00012083  0.000422211            0.0996074                    inf          0.000154522  0.000154583  3.11653e-05             0.130701          0.000154557
                        DualGap                  -0.000144582           0.00102846             0.545056          inf                  inf -0.000154583              5.84016             0.545056              1.12658      1.46197                                      0.00130316 -0.000154572 -2.16232e-08                                        0.789002                                        0.410463 -0.000110829   0.00103829              1.14731                    inf         -0.000154522 -0.000154583      5.84016              1.12658         -0.000154557
kClus_5_20_2_1          TerminationStatus                   0                    0                    8          NaN                  NaN            0                    1                    8                    8            1                                               1            0            1                                               1                                               8            1            0                    8                    NaN                    0            0            1                    8                    0
                        PrimalBound                  0.329958             0.329958             0.367747          NaN                  NaN     0.329958             0.413267             0.367747             0.593995     0.382219                                         2.51752     0.329958     0.329916                                         1.37321                                        0.329958     0.419524     0.329958              1.14784                    NaN             0.329958     0.329958     0.413267             0.593995             0.329958
                        DualBound                    0.329954             0.328965            0.0928711          NaN                  NaN     0.329958            0.0148428            0.0928711            0.0482593    0.0624922                                        0.208593     0.329958     0.270158                                       0.0606286                                         0.10214    0.0493864     0.328959            0.0757644                    NaN             0.329958     0.329958    0.0148428            0.0482593             0.329958
                        SolverTime                     571.15              1282.93              707.837          NaN                  NaN      570.742              3601.07              707.837              271.637      3600.18                                         3600.16      510.874      3600.24                                         3602.57                                         473.685      3600.15      3417.69              785.206                    NaN               31.437      570.742      3601.07              271.637              343.284
                        ETSolver                      571.226              1282.95              707.858          NaN                  NaN      570.772              3601.11              707.858               271.67      3600.28                                         3600.21      510.913      3600.29                                         3602.59                                         473.714      3600.22      3417.79              785.219                    NaN               31.454      570.772      3601.11               271.67              343.314
                        NumberOfIterations                  0                    0                    0          NaN                  NaN       920891              6048482                    0               102205            0                                               0       525675      8225619                                               0                                          107217            0            0                    0                    NaN               305204       920891      6048482               102205              4325588
                        NumberOfDomainViolations            0                    0                    0          NaN                  NaN          NaN                  NaN                    0                    0            0                                               0          NaN          NaN                                               0                                               0            0            0                    0                    NaN                    0          NaN          NaN                    0                    0
                        NumberOfNodes                   19991               118561                11756          NaN                  NaN        69571                49247                11756                 7398        19866                                           41306        34907        84993                                            3810                                            7121        21863       108575                 6662                    NaN                63097        69571        49247                 7398                88093
                        Fail                            False                False                 True         True                 True        False                False                 True                 True        False                                           False        False        False                                           False                                            True        False        False                 True                   True                False        False        False                 True                False
                        FailReason                                                  Termstatus is other     No data.             No data.                                    Termstatus is other  Termstatus is other                                                                                                                                                                    Termstatus is other                            Termstatus is other               No data.                                                 Termstatus is other                     
                        Gap                             1e-05           0.00301881              2.95975          NaN                  NaN            0               26.843              2.95975              11.3084      5.11626                                          11.069            0     0.221198                                         21.6496                                         2.23044      7.49473   0.00303774              14.1501                    NaN                    0            0       26.843              11.3084                    0
                        PrimalGap                 0.000126379          0.000126373             0.114667          inf                  inf  0.000126378             0.252643             0.114667             0.800444     0.158534                                         6.63079  0.000126374  6.07021e-08                                         3.16231                                     0.000126374     0.271608  0.000126373              2.47919                    inf          0.000126279  0.000126378     0.252643             0.800444          0.000126371
                        DualGap                  -0.000116378           0.00289207              2.55241          inf                  inf -0.000126378              21.2274              2.55241              5.83632      4.27931                                        0.581624 -0.000126374     0.221198                                         4.44159                                         2.23003      5.68031     0.002911               3.3545                    inf         -0.000126279 -0.000126378      21.2274              5.83632         -0.000126371
kClus_5_20_2_10         TerminationStatus                   1                    8                    8          NaN                  NaN            1                    1                    8                    8            1                                               1            1            1                                               1                                               8            1            1                    8                    NaN                    8            1            1                    8                    8
                        PrimalBound                   0.47239              1.28109             0.624708          NaN                  NaN      0.47239             0.581438             0.624708             0.930696     0.648705                                         2.42578      0.47239      0.47385                                        0.785594                                         0.57262     0.559217      2.16597             0.870653                    NaN             0.498775      0.47239     0.581438             0.930696             0.511857
                        DualBound                    0.173966             0.274565            0.0820314          NaN                  NaN     0.354269            0.0104244            0.0820314            0.0446373    0.0340147                                        0.144888     0.259402    0.0876782                                        0.108856                                       0.0817831    0.0340507      0.23336            0.0991324                    NaN             0.365979     0.354269    0.0104244            0.0446373             0.409848
                        SolverTime                    3600.64               2939.6              437.525          NaN                  NaN      3600.05              3601.69              437.525              243.337      3600.11                                         3600.12      3600.11      3602.21                                         3602.33                                         453.814      3600.07      3600.36              778.817                    NaN              409.377      3600.05      3601.69              243.337              3427.36
                        ETSolver                      3600.69              2939.61              437.544          NaN                  NaN      3600.08              3601.72              437.544              243.383      3600.21                                         3600.17      3600.15      3602.27                                         3602.34                                         453.841      3600.14      3600.45              778.835                    NaN              409.521      3600.08      3601.72              243.383              3427.62
                        NumberOfIterations                  0                    0                    0          NaN                  NaN      5834016              7020631                    0                90676            0                                               0      4144597      8165082                                               0                                          104916            0            0                    0                    NaN              6288631      5834016      7020631                90676             42999106
                        NumberOfDomainViolations            0                    0                    0          NaN                  NaN          NaN                  NaN                    0                    0            0                                               0          NaN          NaN                                               0                                               0            0            0                    0                    NaN                    0          NaN          NaN                    0                    0
                        NumberOfNodes                   69912               199990                 6811          NaN                  NaN       434079                47248                 6811                 6666        17759                                           31189       302938       101413                                            3496                                            6614        10410       111640                 6663                    NaN              1000000       434079        47248                 6666              1000000
                        Fail                            False                 True                 True         True                 True        False                False                 True                 True        False                                           False        False        False                                           False                                            True        False        False                 True                   True                 True        False        False                 True                 True
                        FailReason                             Termstatus is other  Termstatus is other     No data.             No data.                                    Termstatus is other  Termstatus is other                                                                                                                                                                    Termstatus is other                            Termstatus is other               No data.  Termstatus is other                            Termstatus is other  Termstatus is other
                        Gap                           1.71541              3.66589              6.61548          NaN                  NaN     0.333422              54.7765              6.61548              19.8502      18.0713                                         15.7424     0.821071      4.40442                                         6.21682                                          6.0017       15.423      8.28169              7.78272                    NaN             0.362851     0.333422      54.7765              19.8502             0.248895
                        PrimalGap                         NaN                  NaN                  NaN          NaN                  NaN          NaN                  NaN                  NaN                  NaN          NaN                                             NaN          NaN          NaN                                             NaN                                             NaN          NaN          NaN                  NaN                    NaN                  NaN          NaN          NaN                  NaN                  NaN
                        DualGap                           NaN                  NaN                  NaN          NaN                  NaN          NaN                  NaN                  NaN                  NaN          NaN                                             NaN          NaN          NaN                                             NaN                                             NaN          NaN          NaN                  NaN                    NaN                  NaN          NaN          NaN                  NaN                  NaN
kClus_5_20_2_2          TerminationStatus                   0                    8                    8          NaN                  NaN            0                    1                    8                    8            1                                               1            0            1                                               1                                               8            1            1                    8                    NaN                    0            0            1                    8                    0
                        PrimalBound                  0.316646              2.17665              0.34506          NaN                  NaN     0.316646             0.515738              0.34506             0.838816     0.387978                                         2.55113     0.316646     0.316611                                         1.11745                                        0.344279     0.456782      2.03429             0.765216                    NaN             0.316646     0.316646     0.515738             0.838816             0.316646
                        DualBound                    0.316642             0.253754            0.0602704          NaN                  NaN     0.316646             0.013944            0.0602704            0.0349944    0.0279907                                        0.164389     0.316646     0.218989                                       0.0529163                                       0.0750642   0.00410467     0.251018            0.0708345                    NaN             0.316644     0.316646     0.013944            0.0349944             0.316643
                        SolverTime                    3333.92              3004.48              565.962          NaN                  NaN      989.956              3602.15              565.962              244.814       3600.1                                         3600.16      1461.65      3600.39                                         3601.83                                         472.392      3600.11      3600.38              803.208                    NaN              156.573      989.956      3602.15              244.814              827.646
                        ETSolver                      3333.97              3004.49              565.983          NaN                  NaN      989.987              3602.18              565.983              244.845      3600.18                                          3600.2      1461.69      3600.44                                         3601.85                                          472.42      3600.17      3600.48              803.224                    NaN              156.624      989.987      3602.18              244.845              827.666
                        NumberOfIterations                  0                    0                    0          NaN                  NaN      1532288              6601791                    0                91563            0                                               0      1520446      9807434                                               0                                          109438            0            0                    0                    NaN              2046190      1532288      6601791                91563              9934312
                        NumberOfDomainViolations            0                    0                    0          NaN                  NaN          NaN                  NaN                    0                    0            0                                               0          NaN          NaN                                               0                                               0            0            0                    0                    NaN                    0          NaN          NaN                    0                    0
                        NumberOfNodes                  111785               199991                 8888          NaN                  NaN       114439                47885                 8888                 6664        17799                                           37086        99421       135649                                            2768                                            6774        13143       122164                 6662                    NaN               382155       114439        47885                 6664               228401
                        Fail                            False                 True                 True         True                 True        False                False                 True                 True        False                                           False        False        False                                           False                                            True        False        False                 True                   True                False        False        False                 True                False
                        FailReason                             Termstatus is other  Termstatus is other     No data.             No data.                                    Termstatus is other  Termstatus is other                                                                                                                                                                    Termstatus is other                            Termstatus is other               No data.                                                 Termstatus is other                     
                        Gap                             1e-05              7.57778              4.72519          NaN                  NaN            0              35.9863              4.72519                22.97      12.8609                                         14.5189            0     0.445783                                         20.1173                                         3.58646      110.284      7.10417              9.80286                    NaN          5.70938e-06            0      35.9863                22.97          7.04271e-06
                        PrimalGap                 0.000110428              5.87484            0.0898542          inf                  inf  0.000110428             0.628934            0.0898542              1.64936      0.22541                                         7.05762  0.000110426  -2.3965e-08                                         2.52941                                        0.087389     0.442726      5.42521               1.4169                    inf          0.000110432  0.000110428     0.628934              1.64936          0.000110441
                        DualGap                  -0.000100427             0.247706              4.25317          inf                  inf -0.000110428              21.7058              4.25317              8.04747      10.3113                                        0.925983 -0.000110426     0.445783                                         4.98324                                         3.21786      76.1343     0.261308              3.46972                    inf         -0.000104722 -0.000110428      21.7058              8.04747         -0.000103397
